Cellline	Drug A	Drug B	Barbara	Åsmund	Evelina	Gold Standard	Comment	HSA	Bliss	Loewe	Loewe capped	Strong (visual)	Strong (Bliss)	Strong		Threshold Bliss/HSA	CV Åsmund	Example			Barbara	Åsmund	Evelina	Gold standard	Bliss-call	HSA-call
AGS	PD	SB	-	-				-0.02099513395	0.01470815279	1.194430652	1.194430652	0	0	FALSE							0	0	0	0	0	0
DU145	JN	SB		-				0.02678644788	0.01470821875	377456.7152	377456.7152	0	0	FALSE							0	0	0	0	0	0
SF295	D1	RU		-				0.07104748543	0.01489639465	99807.98365	99807.98365	0	0	FALSE							0	0	0	0	0	0
SF295	D4	F4		Nothing				-0.008175547926	0.01505905289	2433616.167	2433616.167	0	0	FALSE							0	0	0	0	0	0
A498	D1	F4	-	Nothing				0.05046596798	0.0150801585	NA	0	0	0	FALSE							0	0	0	0	0	0
Colo205	PI	F4		Nothing				0.05398072162	0.01512754617	93.58793642	93.58793642	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	BI	CT		Nothing				0.09210931988	0.01523490147	87.63863078	87.63863078	0	0	FALSE							0	0	0	0	0	0
SF295	5Z	F4		-				-0.01489400978	0.01524665149	193140.0853	193140.0853	0	0	FALSE							0	0	0	0	0	0
SF295	60	G2		-				0.01756070623	0.01537165282	23529908831318	23529908831318	0	0	FALSE							0	0	0	0	0	0
AGS	PD	SF	-	-				-0.04297865118	0.01556017535	1.131139948	1.131139948	0	0	FALSE							0	0	0	0	0	0
UACC62	JN	60		-				0.03101350372	0.01582219524	7507361111	7507361111	0	0	FALSE							0	0	0	0	0	0
SW620	RU	G2		-				-0.005147714404	0.0161731388	12.31661887	12.31661887	0	0	FALSE							0	0	0	0	0	0
A498	PK	SB	-	-				0.03108448258	0.01626095603	2.420844783	2.420844783	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PD	RU		-				-0.01917024193	0.01637473208	0.4790689962	0.4790689962	0	0	FALSE							0	0	0	0	0	0
SW620	PK	D1		-				0.03726277484	0.01650366045	3.382209265	3.382209265	0	0	FALSE							0	0	0	0	0	0
SF295	RU	ST		-				0.0258702414	0.01655708874	872.3983184	872.3983184	0	0	FALSE							0	0	0	0	0	0
DU145	D4	P5		-				0.01353341878	0.016757972	2.17637E+21	2.17637E+21	0	0	FALSE							0	0	0	0	0	0
AGS	PI	SF	Synergy	Synergy?	Synergy?			-0.09852864067	0.01679527037	2.7015487	2.7015487	0	0	FALSE							1	1	1	0	0	0
SW620	5Z	G4		-				-0.006857943691	0.01688261437	4.195151137	4.195151137	0	0	FALSE							0	0	0	0	0	0
Colo205	60	G2	-	-				0.01874056877	0.01697176959	3517410.909	3517410.909	0	0	FALSE							0	0	0	0	0	0
SW620	AK	PK		-				0.01778036777	0.01699669345	8661.428848	8661.428848	0	0	FALSE							0	0	0	0	0	0
UACC62	F4	G2		-				0.004761690805	0.01709832417	58.36490908	58.36490908	0	0	FALSE							0	0	0	0	0	0
DU145	PK	JN		-				0.02524559862	0.01715903663	3.677740904	3.677740904	0	0	FALSE							0	0	0	0	0	0
A498	5Z	RU	-	-				-0.01805704381	0.01716779716	4.819663997	4.819663997	0	0	FALSE			Gold standard vs HSA				0	0	0	0	0	0
A498	RU	ST	-	-				0.0274678091	0.01721720381	5610.839972	5610.839972	0	0	FALSE							0	0	0	0	0	0
SF295	F4	ST		-				0.02690184147	0.01733406455	212817.406	212817.406	0	0	FALSE							0	0	0	0	0	0
SW620	AK	G4		-				0.008181532998	0.01744782114	4431684.833	4431684.833	0	0	FALSE							0	0	0	0	0	0
SF295	PK	RU		-				0.01365469879	0.01745586789	2.995383431	2.995383431	0	0	FALSE							0	0	0	0	0	0
A498	BI	CT	-	-				0.07306992464	0.01745611747	565.7417173	565.7417173	0	0	FALSE							0	0	0	0	0	0
SF295	PI	RU		-				0.004122371637	0.0174660755	2850.203014	2850.203014	0	0	FALSE							0	0	0	0	0	0
Colo205	PD	PK		-				-0.01950006324	0.01767532364	15.12078673	15.12078673	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PD	F4		-				-0.0480034412	0.01812174384	0.6932088585	0.6932088585	0	0	FALSE							0	0	0	0	0	0
UACC62	BI	PK		-				0.0274132891	0.01867835255	1.50497E+134	1.50497E+134	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	AK	D1		-				-0.008577874169	0.01898875693	5.690670984	5.690670984	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	5Z	SB		-				-0.01714853928	0.01902253834	1.272802303	1.272802303	0	0	FALSE							0	0	0	0	0	0
A498	5Z	G2	Synergy	Synergy	Synergy	Synergy		-0.07158880523	0.01905595797	9.459009259	9.459009259	1	0	FALSE							1	1	1	1	0	0
SW620	BI	60		-				0.05616277636	0.01933486703	NA	0	0	0	FALSE							0	0	0	0	0	0
UACC62	RU	G4		-				0.06649413469	0.01936386252	NA	0	0	0	FALSE							0	0	0	0	0	0
SW620	CT	G2		-				-0.00500068695	0.01950823151	6.262118651	6.262118651	0	0	FALSE							0	0	0	0	0	0
A498	D1	G2	-	-				0.04668604988	0.01953053208	NA	0	0	0	FALSE							0	0	0	0	0	0
AGS	AK	PI	-	-				0.001431977089	0.01984455636	7.210505086	7.210505086	0	0	FALSE							0	0	0	0	0	0
SW620	JN	60		-				0.01981122327	0.01990394418	NA	0	0	0	FALSE							0	0	0	0	0	0
DU145	CT	60		Nothing				0.0303821705	0.02001129348	3.5006E+20	3.5006E+20	0	0	FALSE							0	0	0	0	0	0
Colo205	F4	G2	-	-				-0.0142498294	0.02015020266	1.758629271	1.758629271	0	0	FALSE							0	0	0	0	0	0
UACC62	AK	PK		-				0.02414835298	0.02019988857	NA	0	0	0	FALSE							0	0	0	0	0	0
AGS	SF	G2	-	-	Synergy?			-0.04535393087	0.02037873544	4.113608603	4.113608603	0	0	FALSE							0	0	1	0	0	0
UACC62	RU	F4		-				0.0580569971	0.02098365645	NA	0	0	0	FALSE							0	0	0	0	0	0
DU145	PD	F4		-				-0.02214089544	0.02105885099	2981.914826	2981.914826	0	0	FALSE							0	0	0	0	0	0
A498	PK	RU	-	-				0.02505897783	0.02108046062	2.120518713	2.120518713	0	0	FALSE							0	0	0	0	0	0
SF295	5Z	PD		-				-0.0324776058	0.02114668741	16.97795708	16.97795708	0	0	FALSE							0	0	0	0	0	0
A498	AK	PK	-	-				0.02585828361	0.02134958092	NA	0	0	0	FALSE							0	0	0	0	0	0
SW620	PI	G4		-				-0.02104079419	0.02139626086	8.088346924	8.088346924	0	0	FALSE							0	0	0	0	0	0
SW620	PK	JN		-				0.02587781178	0.02152366515	7.167880793	7.167880793	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PD	G4		-				-0.04524123977	0.02161746057	0.5229635593	0.5229635593	0	0	FALSE							0	0	0	0	0	0
DU145	RU	P5		-				-0.006090172292	0.02171305677	148313.8788	148313.8788	0	0	FALSE							0	0	0	0	0	0
SW620	AK	SB		-				0.01063587625	0.02218127501	11.7191466	11.7191466	0	0	FALSE							0	0	0	0	0	0
SW620	PD	PK		-				-0.0008553472824	0.02260251972	32.30588466	32.30588466	0	0	FALSE							0	0	0	0	0	0
UACC62	RU	P5		-				0.06604631985	0.02287390016	NA	0	0	0	FALSE							0	0	0	0	0	0
AGS	G4	P5	-	-				0.01794207107	0.02290101324	17.68460828	17.68460828	0	0	FALSE							0	0	0	0	0	0
A498	D4	ST	-	-				0.02654210551	0.02291074432	4940813898	4940813898	0	0	FALSE							0	0	0	0	0	0
DU145	PD	D1		-				-0.02250488758	0.0229509235	44210.44584	44210.44584	0	0	FALSE							0	0	0	0	0	0
A498	PK	SF	-	-				0.0384297902	0.02301423313	2.658450898	2.658450898	0	0	FALSE							0	0	0	0	0	0
AGS	CT	ST	-	-				-0.0007033065045	0.02333855946	5.37120324	5.37120324	0	0	FALSE							0	0	0	0	0	0
Colo205	PD	SB		-				-0.01834803621	0.02363312131	57.78386786	57.78386786	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	CT	60		-				0.008344340192	0.02367515238	2.798714662	2.798714662	0	0	FALSE							0	0	0	0	0	0
SW620	PK	SF		-				0.01172580354	0.02381080811	9.977262795	9.977262795	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	5Z	JN		-				0.007202883396	0.02398641374	1.386443176	1.386443176	0	0	FALSE							0	0	0	0	0	0
SF295	D4	P5		-				0.03609658507	0.02410257818	5.19179E+23	5.19179E+23	0	0	FALSE							0	0	0	0	0	0
AGS	PD	PK	-	-				-0.01246645937	0.02418131939	2.056689185	2.056689185	0	0	FALSE							0	0	0	0	0	0
UACC62	PD	PK		-				-0.0003766706383	0.02419277708	4.73119049	4.73119049	0	0	FALSE							0	0	0	0	0	0
Colo205	PK	F4		-				0.02559036236	0.02420746583	16.24682199	16.24682199	0	0	FALSE							0	0	0	0	0	0
SW620	SB	P5		-				-0.0002867510489	0.02440451286	21.34436089	21.34436089	0	0	FALSE							0	0	0	0	0	0
SW620	F4	ST		-				0.01817745891	0.02448997806	334.0519658	334.0519658	0	0	FALSE							0	0	0	0	0	0
SW620	PK	RU		-				0.02772573248	0.02470653871	6.533666832	6.533666832	0	0	FALSE							0	0	0	0	0	0
A498	PD	SB	-	-				-0.009757119898	0.02480758873	5.087312515	5.087312515	0	0	FALSE							0	0	0	0	0	0
AGS	JN	SF	Synergy	Synergy?	Synergy?			-0.0185615268	0.02493088429	137.566221	137.566221	0	0	FALSE							1	1	1	0	0	0
A498	JN	RU	-	-				0.01631696579	0.02501058212	89.32800298	89.32800298	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PK	G2		-				0.0252506014	0.02516241851	1.779064583	1.779064583	0	0	FALSE							0	0	0	0	0	0
Colo205	CT	PD	-	-				0.01317739446	0.02524518144	900.4370721	900.4370721	0	0	FALSE							0	0	0	0	0	0
Colo205	AK	PK	-	-				0.02951905017	0.02540574942	1.31344E+96	1.31344E+96	0	0	FALSE							0	0	0	0	0	0
SF295	PK	SB		-				0.02615695812	0.02586765612	10.41878018	10.41878018	0	0	FALSE							0	0	0	0	0	0
UACC62	PD	RU		-				0.04245126336	0.02597686534	NA	0	0	0	FALSE							0	0	0	0	0	0
A498	RU	SF	-	-				0.03556357061	0.0260571619	135.1919674	135.1919674	0	0	FALSE							0	0	0	0	0	0
Colo205	CT	G2	-	-				0.009588328898	0.02614893743	2.933038884	2.933038884	0	0	FALSE							0	0	0	0	0	0
SF295	PK	SF		-				0.03558674105	0.02616972796	1820.958876	1820.958876	0	0	FALSE							0	0	0	0	0	0
UACC62	PI	G4		-				0.046135997	0.02621254361	16317.95976	16317.95976	0	0	FALSE							0	0	0	0	0	0
DU145	RU	ST		-				0.0266422888	0.02647411808	3746.097959	3746.097959	0	0	FALSE							0	0	0	0	0	0
Colo205	F4	ST	-	-				0.02106067164	0.02654350703	2776.274595	2776.274595	0	0	FALSE							0	0	0	0	0	0
AGS	ST	G4	-	-				0.03408530692	0.02668654224	4.568364789	4.568364789	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PI	G4		-				0.02274819688	0.02686376335	46.29999192	46.29999192	0	0	FALSE							0	0	0	0	0	0
SF295	5Z	BI		-				0.1012970713	0.02735263072	24934.22371	24934.22371	0	0	FALSE							0	0	0	0	0	0
DU145	BI	PK		-				0.03987350908	0.02743206585	NA	0	0	0	FALSE							0	0	0	0	0	0
AGS	PI	60	-	-				-0.01475758107	0.02751366884	1.19686957	1.19686957	0	0	FALSE							0	0	0	0	0	0
A498	RU	G2	-	-				0.008982705779	0.02755406596	4.824408648	4.824408648	0	0	FALSE							0	0	0	0	0	0
A498	PD	PK	-	-				-0.01000880378	0.02775343376	8.060018744	8.060018744	0	0	FALSE							0	0	0	0	0	0
A498	5Z	PK	-	-				0.02106769753	0.02782373957	2.774545313	2.774545313	0	0	FALSE							0	0	0	0	0	0
SW620	60	G2		-				0.01678736652	0.02793402126	NA	0	0	0	FALSE							0	0	0	0	0	0
SW620	RU	F4		-				0.003724312289	0.0281423808	43.27496535	43.27496535	0	0	FALSE							0	0	0	0	0	0
UACC62	PK	F4		-				0.02735477102	0.02817085365	3.091746141	3.091746141	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	AK	RU		-				0.01134692618	0.02850085945	2.775043993	2.775043993	0	0	FALSE							0	0	0	0	0	0
Colo205	PI	RU		Nothing				0.06820770346	0.02874817144	133774963.7	133774963.7	0	0	FALSE							0	0	0	0	0	0
UACC62	JN	RU		-				0.07160274081	0.02915320576	NA	0	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	SB	G4		-				-0.03184570216	0.02918235321	1.108278647	1.108278647	0	0	FALSE							0	0	0	0	0	0
A498	CT	SB	-	-				0.0006591463118	0.02919749699	5.825189287	5.825189287	0	0	FALSE							0	0	0	0	0	0
Colo205	PD	60		-				0.02756451607	0.02936266597	58.10226417	58.10226417	0	0	FALSE							0	0	0	0	0	0
SW620	PD	60		-				0.02205345278	0.02944461525	NA	0	0	0	FALSE							0	0	0	0	0	0
SF295	PD	SF		-				0.04070738037	0.02944643566	100.1740315	100.1740315	0	0	FALSE							0	0	0	0	0	0
Colo205	F4	SF	-	Nothing				0.04690823667	0.02951972351	746.1625153	746.1625153	0	0	FALSE							0	0	0	0	0	0
SF295	PD	ST		-				0.03260294548	0.02958765349	4652.661367	4652.661367	0	0	FALSE							0	0	0	0	0	0
A498	CT	G4	-	-				0.04315454271	0.02963334417	1254.723044	1254.723044	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	F4	P5		-				0.01400854549	0.02975057361	3.310127386	3.310127386	0	0	FALSE							0	0	0	0	0	0
UACC62	5Z	RU		-				0.04956318011	0.02987009271	NA	0	0	0	FALSE							0	0	0	0	0	0
A498	SB	RU	-	-				0.006589117969	0.03002048866	12.9090228	12.9090228	0	0	FALSE							0	0	0	0	0	0
AGS	BI	PK	-	-				0.02392060115	0.03016200373	1.819738765	1.819738765	0	0	FALSE							0	0	0	0	0	0
AGS	PD	60	-	-				0.01394953093	0.03023934263	1.472206936	1.472206936	0	0	FALSE							0	0	0	0	0	0
SW620	PI	PK		-				0.02932560349	0.03024908701	6.152456752	6.152456752	0	0	FALSE							0	0	0	0	0	0
AGS	AK	PK	-	-				0.0312243223	0.03028515342	40.43381767	40.43381767	0	0	FALSE							0	0	0	0	0	0
UACC62	JN	D4		-				0.03453446213	0.03042768989	6662887.785	6662887.785	0	0	FALSE							0	0	0	0	0	0
AGS	60	P5	-	-				0.02366247575	0.03107111277	8.345108455	8.345108455	0	0	FALSE							0	0	0	0	0	0
UACC62	60	G2		-				0.04677919022	0.0313542359	348419433.6	348419433.6	0	0	FALSE							0	0	0	0	0	0
UACC62	PK	D1		-				0.04964324221	0.03138098208	2.67455131	2.67455131	0	0	FALSE							0	0	0	0	0	0
A498	CT	ST	-	-				0.02475826713	0.03166511853	532.5420563	532.5420563	0	0	FALSE							0	0	0	0	0	0
AGS	G2	G4	-	-				0.01982456548	0.03170392568	5.854147709	5.854147709	0	0	FALSE							0	0	0	0	0	0
SW620	PI	RU		-				0.008018470636	0.03174507186	7.708126476	7.708126476	0	0	FALSE							0	0	0	0	0	0
SW620	RU	SF		-				0.01387741424	0.03189807639	15919.32378	15919.32378	0	0	FALSE							0	0	0	0	0	0
SF295	G2	G4		-				0.000128188512	0.03213764384	10.17846555	10.17846555	0	0	FALSE							0	0	0	0	0	0
Colo205	SB	G4		-				0.01938965052	0.03217715801	11.63874972	11.63874972	0	0	FALSE							0	0	0	0	0	0
AGS	CT	PI	-	-				-0.02054847953	0.03220910856	1.466959498	1.466959498	0	0	FALSE							0	0	0	0	0	0
SW620	5Z	PK		-				0.009415488694	0.03227228961	2.816878985	2.816878985	0	0	FALSE							0	0	0	0	0	0
A498	60	RU	Nothing	-				0.0353166313	0.03235789721	5807248971	5807248971	0	0	FALSE			Åsmund vs HSA				0	0	0	0	0	0
MDA-MB-468	D4	G4		Nothing				-0.01971066618	0.03256553241	3.199057087	3.199057087	0	0	FALSE							0	0	0	0	0	0
Colo205	CT	D1	-	Nothing				0.0294788647	0.03267473402	2373798.886	2373798.886	0	0	FALSE							0	0	0	0	0	0
Colo205	5Z	RU	-	-				0.009971202135	0.03283792227	4.755883515	4.755883515	0	0	FALSE							0	0	0	0	0	0
AGS	5Z	RU	-	-				-0.02722720715	0.03290124892	1.319404049	1.319404049	0	0	FALSE							0	0	0	0	0	0
Colo205	D4	G2	-	-				0.008569046649	0.03398038128	830.5380865	830.5380865	0	0	FALSE							0	0	0	0	0	0
SW620	AK	F4		-				0.0213367977	0.03400972379	135.9126747	135.9126747	0	0	FALSE							0	0	0	0	0	0
A498	CT	PD	Synergy?	-				-0.03537856574	0.03415573024	48.59666096	48.59666096	0	0	FALSE							1	0	0	0	0	0
Colo205	RU	D4		Nothing				-0.009400871516	0.03460458857	49.36456514	49.36456514	0	0	FALSE							0	0	0	0	0	0
SW620	SB	G4		-				-0.01916250254	0.03481316206	9.050041165	9.050041165	0	0	FALSE							0	0	0	0	0	0
Colo205	BI	RU	-	-				0.02650513209	0.03513980193	4.91516E+19	4.91516E+19	0	0	FALSE							0	0	0	0	0	0
SF295	PK	D1		-				0.04285367098	0.0352550922	2.3152E+56	2.3152E+56	0	0	FALSE							0	0	0	0	0	0
SW620	SB	SF		-				-0.02482086303	0.03531070906	12.06925278	12.06925278	0	0	FALSE							0	0	0	0	0	0
SF295	RU	P5		-				0.02890951936	0.03531364514	3826.521079	3826.521079	0	0	FALSE							0	0	0	0	0	0
DU145	PD	60		-				0.01948839242	0.03546835687	5849.989857	5849.989857	0	0	FALSE							0	0	0	0	0	0
AGS	BI	D4	-	-				0.01262239302	0.03574243293	20.91429477	20.91429477	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	5Z	AK		-				0.01930291507	0.03579744047	75.20705719	75.20705719	0	0	FALSE							0	0	0	0	0	0
SF295	D1	F4		Nothing				0.09243719555	0.03580496636	3,55E+20	0	0	0	FALSE							0	0	0	0	0	0
DU145	PD	PK		-				0.008876774741	0.03602619571	131.2227636	131.2227636	0	0	FALSE							0	0	0	0	0	0
DU145	PK	SB		-				0.03354203514	0.03604279058	3.410777492	3.410777492	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	F4	SF		-	Synergy?			0.01136259642	0.03608830633	4.663527714	4.663527714	0	0	FALSE							0	0	1	0	0	0
A498	PK	F4	-	-				0.03728799293	0.03621085707	3.240396475	3.240396475	0	0	FALSE							0	0	0	0	0	0
SW620	BI	PK		-				0.0407844493	0.03636578765	5.07042E+52	5.07042E+52	0	0	FALSE							0	0	0	0	0	0
Colo205	CT	G4	-	-				0.02277340104	0.03669995382	267.8510361	267.8510361	0	0	FALSE							0	0	0	0	0	0
SF295	PI	PK		-				0.05185011248	0.03704661868	2.700464375	2.700464375	0	0	FALSE							0	0	0	0	0	0
UACC62	CT	RU		-				0.07539138785	0.03720380413	NA	0	0	0	FALSE							0	0	0	0	0	0
SF295	PD	D4		-				0.01569190052	0.03734167342	9.121226803	9.121226803	0	0	FALSE							0	0	0	0	0	0
DU145	RU	G2		-				-0.002455085458	0.03737681702	11.01033297	11.01033297	0	0	FALSE							0	0	0	0	0	0
DU145	RU	G4		-				0.0335476161	0.03746341902	4870.354616	4870.354616	0	0	FALSE							0	0	0	0	0	0
Colo205	F4	G4	-	-				0.01713563798	0.03801545255	280.7826932	280.7826932	0	0	FALSE							0	0	0	0	0	0
SF295	BI	RU		-				0.1213805679	0.03812449184	25734.81788	25734.81788	0	0	FALSE							0	0	0	0	0	0
AGS	SF	ST	-	-				-0.009484972591	0.03829016777	11.78497577	11.78497577	0	0	FALSE							0	0	0	0	0	0
A498	JN	G2	-	-				0.001722998508	0.03836279503	5.621421795	5.621421795	0	0	FALSE							0	0	0	0	0	0
DU145	5Z	PK		-				0.02442372802	0.03851660525	2.971586004	2.971586004	0	0	FALSE							0	0	0	0	0	0
SW620	D1	SB		-				0.05079391721	0.03862518679	383.0892016	383.0892016	0	0	FALSE							0	0	0	0	0	0
SW620	PK	D4		-				0.03800066957	0.0386367027	4.500716727	4.500716727	0	0	FALSE							0	0	0	0	0	0
SW620	60	RU		-				0.04704108195	0.03866654328	NA	0	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	ST	G4		-				0.02589455304	0.03867320072	2.781249418	2.781249418	0	0	FALSE							0	0	0	0	0	0
SF295	D1	SB		-				0.09381627226	0.03879006711	5276.366208	5276.366208	0	0	FALSE							0	0	0	0	0	0
SF295	CT	ST		-				0.03873867658	0.03884419891	92062.96581	92062.96581	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	5Z	PK		-				0.04151857053	0.03886280211	1.946865098	1.946865098	0	0	FALSE							0	0	0	0	0	0
AGS	JN	G4	-	-				0.02375170332	0.0390289711	24.92201516	24.92201516	0	0	FALSE							0	0	0	0	0	0
DU145	D4	F4		Nothing				0.01117188026	0.03919083352	17911.66796	17911.66796	0	0	FALSE							0	0	0	0	0	0
A498	5Z	CT	-	-				-0.01794082825	0.03922681916	1.976221631	1.976221631	0	0	FALSE		0.25	Rescue		effect of one drug reversed by other drug, even though both drugs need not have any effect alone		0	0	0	0	0	0
DU145	F4	G4		Nothing				0.03404840643	0.03939052956	413.0035052	413.0035052	0	0	FALSE							0	0	0	0	0	0
A498	PK	D1	-	-				0.0470131755	0.03985417333	NA	0	0	0	FALSE							0	0	0	0	0	0
DU145	AK	PK		-				0.03969280927	0.04006733864	1.52382E+52	1.52382E+52	0	0	FALSE							0	0	0	0	0	0
UACC62	PI	PK		-				0.05330684041	0.04046859752	2.267646027	2.267646027	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	CT	SB		-				0.001194388123	0.04055472813	1.41910296	1.41910296	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	JN	RU		-				-0.008961957405	0.0412009455	2.342531581	2.342531581	0	0	FALSE							0	0	0	0	0	0
SW620	PK	60		-				0.03909136605	0.04130364594	NA	0	0	0	FALSE							0	0	0	0	0	0
Colo205	CT	D4	-	Nothing				0.002741012171	0.04131771997	72305963.19	72305963.19	0	0	FALSE							0	0	0	0	0	0
A498	PI	PK	-	-				0.05562295646	0.04158457574	2.812865455	2.812865455	0	0	FALSE							0	0	0	0	0	0
A498	RU	F4	-	Nothing				0.01466471622	0.04181124714	76.79084783	76.79084783	0	0	FALSE							0	0	0	0	0	0
DU145	F4	G2		-				0.005176433895	0.04193531128	4.503041567	4.503041567	0	0	FALSE							0	0	0	0	0	0
SW620	CT	RU		-				0.02260017275	0.04202535231	1.35264E+38	1.35264E+38	0	0	FALSE							0	0	0	0	0	0
DU145	60	G2		-				0.03784093995	0.04223174757	1398394247557	1398394247557	0	0	FALSE							0	0	0	0	0	0
DU145	PK	F4		-				0.03839699285	0.04223740784	6.141073171	6.141073171	0	0	FALSE							0	0	0	0	0	0
SF295	RU	G2		-				0.0145806764	0.04230658812	51.72452992	51.72452992	0	0	FALSE							0	0	0	0	0	0
SF295	JN	RU		-				0.04482024426	0.04264805293	2526.927756	2526.927756	0	0	FALSE							0	0	0	0	0	0
SF295	PD	PK		-				0.02119096755	0.04282506773	97.96427229	97.96427229	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PD	PK		-				0.009557367785	0.04311177702	1.445273035	1.445273035	0	0	FALSE							0	0	0	0	0	0
UACC62	PK	RU		-				0.04675017111	0.04325318741	NA	0	0	0	FALSE							0	0	0	0	0	0
SW620	F4	G4		-				-0.01247173609	0.04378941116	10.81771968	10.81771968	0	0	FALSE							0	0	0	0	0	0
UACC62	PK	SB		-				0.04546256548	0.04384490443	5.01421265	5.01421265	0	0	FALSE							0	0	0	0	0	0
UACC62	D4	G4		-				0.04744095001	0.04389742714	1159204.255	1159204.255	0	0	FALSE							0	0	0	0	0	0
SF295	SB	P5		-				0.03467806061	0.04441821868	329.7888088	329.7888088	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	5Z	G2		-				0.0201054812	0.04457283776	2.335667702	2.335667702	0	0	FALSE							0	0	0	0	0	0
AGS	BI	SB	-	-				0.02659617443	0.04458727384	16.69630254	16.69630254	0	0	FALSE							0	0	0	0	0	0
SF295	PD	G2		-				0.01215897439	0.04477598016	2896.961152	2896.961152	0	0	FALSE							0	0	0	0	0	0
Colo205	D4	ST	-	-				0.04078158252	0.04495281205	31927.36113	31927.36113	0	0	FALSE							0	0	0	0	0	0
A498	D1	SB	Rescue?	-				0.08761327587	0.04512752269	NA	0	0	0	FALSE							0	0	0	0	0	0
A498	D4	P5		-				0.05221835423	0.0454085679	1.98603E+23	1.98603E+23	0	0	FALSE							0	0	0	0	0	0
SF295	D1	D4		Nothing				0.1056326178	0.04592931108	2.99449E+153	2.99449E+153	0	0	FALSE							0	0	0	0	0	0
DU145	5Z	PD		-				-0.07759495916	0.04597276344	16.24671846	16.24671846	0	0	FALSE							0	0	0	0	0	0
SW620	CT	D4		-				0.02813627895	0.04609336682	373.8168569	373.8168569	0	0	FALSE							0	0	0	0	0	0
SF295	5Z	RU		-				0.01246396191	0.04640101964	10.58563476	10.58563476	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	D1	F4		-				-0.01421575998	0.04657355443	2.729160095	2.729160095	0	0	FALSE							0	0	0	0	0	0
UACC62	5Z	PK		-				0.0306064261	0.0465875009	3.896637971	3.896637971	0	0	FALSE							0	0	0	0	0	0
SF295	PK	F4		-				0.03318112989	0.04668371417	119.2806645	119.2806645	0	0	FALSE							0	0	0	0	0	0
Colo205	BI	PK	-	-				0.04965002322	0.04695422678	5.14795E+19	5.14795E+19	0	0	FALSE							0	0	0	0	0	0
SW620	PD	F4		-				-0.00211096952	0.04697616926	248.4005555	248.4005555	0	0	FALSE							0	0	0	0	0	0
SW620	PK	SB		-				0.03924195778	0.04703142353	5.240182375	5.240182375	0	0	FALSE							0	0	0	0	0	0
UACC62	SB	F4		-				0.02264860972	0.04730257729	856.8812726	856.8812726	0	0	FALSE							0	0	0	0	0	0
AGS	D4	SF	-	-				-0.04189125661	0.04761504789	9.556545348	9.556545348	0	0	FALSE							0	0	0	0	0	0
SF295	PK	D4		-				0.04228661954	0.04775879742	724103392.6	724103392.6	0	0	FALSE							0	0	0	0	0	0
UACC62	PI	F4		-				0.03585923694	0.04784650546	113.4281873	113.4281873	0	0	FALSE							0	0	0	0	0	0
Colo205	PD	JN		-				0.06240966496	0.04848579336	1018.887166	1018.887166	0	0	FALSE							0	0	0	0	0	0
A498	D1	D4	-	Nothing				0.08160029475	0.04868213373	NA	0	0	0	FALSE							0	0	0	0	0	0
SF295	PI	F4		-				0.03909613285	0.04870557062	282804.9126	282804.9126	0	0	FALSE							0	0	0	0	0	0
AGS	JN	SB	-	-				-0.008251298621	0.04885434425	8.719018944	8.719018944	0	0	FALSE							0	0	0	0	0	0
DU145	D1	D4		-				0.04624682932	0.0492411706	1.20793E+21	1.20793E+21	0	0	FALSE							0	0	0	0	0	0
AGS	PK	D1	-	-				0.04810348532	0.04943059254	1.879921546	1.879921546	0	0	FALSE							0	0	0	0	0	0
A498	5Z	BI	Rescue?	-				0.1005783157	0.04964028712	508.3813162	508.3813162	0	0	FALSE		Threshold Bliss strong	Additivity		no change		0	0	0	0	0	0
SW620	PD	SF		-				0.01023432671	0.04970327811	301.3204262	301.3204262	0	0	FALSE							0	0	0	0	0	0
A498	F4	ST	-	-				0.0530486453	0.05002753296	1483.969747	1483.969747	0	0	FALSE							0	0	0	0	0	0
A498	PK	G4	-	-				0.06308515006	0.05009920549	3.047756449	3.047756449	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	RU	F4		-				0.01153914872	0.05014141189	4.145951493	4.145951493	0	0	FALSE							0	0	0	0	0	0
